STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,isced11,International Standard Classification of Education (ISCED 2011),sex,Sex,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,NO,Norway,2016,,14.3,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,NO,Norway,2017,,16.5,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,NO,Norway,2018,,16.6,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,NO,Norway,2019,,16.5,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,NO,Norway,2020,,16.8,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,NO,Norway,2021,,19.3,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,NO,Norway,2022,,18.4,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,PL,Poland,2013,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,PL,Poland,2014,,20.5,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,PL,Poland,2015,,21.4,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,PL,Poland,2016,,21.5,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,PL,Poland,2017,,23.6,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,PL,Poland,2018,,20.9,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,PL,Poland,2019,,20.1,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,PL,Poland,2020,,17.7,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,PL,Poland,2021,,18.2,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,PL,Poland,2022,,18.6,,de,"definition differs (see metadata), estimated",,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,PL,Poland,2023,,19.5,,de,"definition differs (see metadata), estimated",,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,PT,Portugal,2013,,18.6,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,PT,Portugal,2014,,17.8,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,PT,Portugal,2015,,18.6,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,PT,Portugal,2016,,19.2,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,PT,Portugal,2017,,20.6,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,PT,Portugal,2018,,20.5,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,PT,Portugal,2019,,20.9,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,PT,Portugal,2020,,21.7,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,PT,Portugal,2021,,22.7,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,PT,Portugal,2022,,22.7,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,PT,Portugal,2023,,23.4,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,RO,Romania,2013,,17.6,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,RO,Romania,2014,,16.6,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,RO,Romania,2015,,14.9,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,RO,Romania,2016,,14.4,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,RO,Romania,2017,,15.1,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,RO,Romania,2018,,15.9,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,RO,Romania,2019,,17.5,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,RO,Romania,2020,,18.4,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,RO,Romania,2021,,19.1,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,RO,Romania,2022,,18.6,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,RS,Serbia,2014,,14.9,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,RS,Serbia,2015,,14.9,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,RS,Serbia,2016,,15.1,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,RS,Serbia,2017,,16.2,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,RS,Serbia,2018,,15.5,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,RS,Serbia,2019,,16.0,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,RS,Serbia,2020,,16.5,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,RS,Serbia,2021,,16.2,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,RS,Serbia,2022,,16.0,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,SE,Sweden,2013,,14.7,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,SE,Sweden,2014,,14.7,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,SE,Sweden,2015,,15.3,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,SE,Sweden,2016,,15.5,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,SE,Sweden,2017,,15.0,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,SE,Sweden,2018,,14.9,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,SE,Sweden,2019,,15.8,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,SE,Sweden,2020,,17.2,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,SE,Sweden,2021,,19.2,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,SE,Sweden,2022,,20.7,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,SE,Sweden,2023,,20.5,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,SI,Slovenia,2013,,19.8,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,SI,Slovenia,2014,,19.8,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,SI,Slovenia,2015,,19.9,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,SI,Slovenia,2016,,33.3,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,SI,Slovenia,2017,,19.4,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,SI,Slovenia,2018,,20.7,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,SI,Slovenia,2019,,20.8,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,SI,Slovenia,2020,,20.5,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,SI,Slovenia,2021,,21.6,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,SI,Slovenia,2022,,22.4,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,SK,Slovakia,2013,,18.0,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,SK,Slovakia,2014,,17.2,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,SK,Slovakia,2015,,16.6,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,SK,Slovakia,2016,,15.8,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,SK,Slovakia,2017,,14.7,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,SK,Slovakia,2018,,13.9,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,SK,Slovakia,2019,,12.9,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,SK,Slovakia,2020,,13.0,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,SK,Slovakia,2021,,13.2,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,SK,Slovakia,2022,,13.2,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,TR,Türkiye,2015,,12.0,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,TR,Türkiye,2016,,12.1,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,TR,Türkiye,2017,,12.5,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,TR,Türkiye,2018,,13.0,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,TR,Türkiye,2019,,12.8,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,TR,Türkiye,2020,,13.0,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,TR,Türkiye,2021,,14.2,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,TR,Türkiye,2022,,12.6,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,TR,Türkiye,2023,,12.6,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,UK,United Kingdom,2013,,23.0,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,UK,United Kingdom,2014,,22.8,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD04(1.0),"Graduates in tertiary education, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 20-29",A,Annual,P_THAB,Per thousand inhabitants,ED5-8,Tertiary education (levels 5-8),T,Total,UK,United Kingdom,2015,,22.2,,,,,
