STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,isced11,International Standard Classification of Education (ISCED 2011),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED02,Pre-primary education,SI,Slovenia,2015,,214.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED02,Pre-primary education,SI,Slovenia,2016,,210.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED02,Pre-primary education,SI,Slovenia,2017,,225.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED02,Pre-primary education,SI,Slovenia,2018,,235.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED02,Pre-primary education,SI,Slovenia,2019,,245.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED02,Pre-primary education,SI,Slovenia,2020,,266.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED02,Pre-primary education,SI,Slovenia,2021,,287.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED02,Pre-primary education,SI,Slovenia,2022,,316.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED02,Pre-primary education,SK,Slovakia,2013,,327.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED02,Pre-primary education,SK,Slovakia,2014,,368.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED02,Pre-primary education,SK,Slovakia,2015,,386.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED02,Pre-primary education,SK,Slovakia,2016,,409.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED02,Pre-primary education,SK,Slovakia,2017,,450.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED02,Pre-primary education,SK,Slovakia,2018,,494.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED02,Pre-primary education,SK,Slovakia,2019,,590.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED02,Pre-primary education,SK,Slovakia,2020,,614.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED02,Pre-primary education,SK,Slovakia,2021,,627.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED02,Pre-primary education,TR,Türkiye,2012,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED02,Pre-primary education,TR,Türkiye,2015,,1679.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED02,Pre-primary education,TR,Türkiye,2016,,1944.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED02,Pre-primary education,TR,Türkiye,2017,,1800.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED02,Pre-primary education,TR,Türkiye,2018,,1768.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED02,Pre-primary education,TR,Türkiye,2019,,2071.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED02,Pre-primary education,TR,Türkiye,2020,,1496.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED02,Pre-primary education,TR,Türkiye,2021,,1308.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED02,Pre-primary education,TR,Türkiye,2022,,1788.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED02,Pre-primary education,UK,United Kingdom,2012,,6317.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED02,Pre-primary education,UK,United Kingdom,2013,,6107.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED02,Pre-primary education,UK,United Kingdom,2014,,4434.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED02,Pre-primary education,UK,United Kingdom,2015,,6548.7,,b,break in time series,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED02,Pre-primary education,UK,United Kingdom,2016,,4577.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED02,Pre-primary education,UK,United Kingdom,2017,,5057.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED02,Pre-primary education,UK,United Kingdom,2018,,5184.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED02,Pre-primary education,UK,United Kingdom,2019,,5355.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2012,,3436.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2013,,3477.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2014,,3401.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2015,,3456.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2016,,3554.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2017,,3555.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2018,,3575.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2019,,3432.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2020,,3604.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2021,,3730.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2022,,3838.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2012,,7226.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2013,,7458.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2014,,7514.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2015,,7596.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2016,,7691.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2017,,7816.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2018,,7865.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2019,,7986.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2020,,8274.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2021,,8293.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2022,,8826.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BG,Bulgaria,2012,,296.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BG,Bulgaria,2013,,334.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BG,Bulgaria,2014,,354.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BG,Bulgaria,2015,,344.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BG,Bulgaria,2016,,350.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BG,Bulgaria,2017,,385.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BG,Bulgaria,2018,,437.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BG,Bulgaria,2019,,503.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BG,Bulgaria,2020,,565.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BG,Bulgaria,2021,,695.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BG,Bulgaria,2022,,831.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CH,Switzerland,2013,,4750.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CH,Switzerland,2014,,4801.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CH,Switzerland,2015,,5483.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CH,Switzerland,2016,,5457.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CH,Switzerland,2017,,5340.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CH,Switzerland,2018,,5092.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CH,Switzerland,2020,,5492.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CH,Switzerland,2021,,5555.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CH,Switzerland,2022,,6194.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CY,Cyprus,2012,,278.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CY,Cyprus,2013,,258.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CY,Cyprus,2014,,251.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CY,Cyprus,2015,,248.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CY,Cyprus,2016,,254.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CY,Cyprus,2017,,261.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CY,Cyprus,2018,,272.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CY,Cyprus,2019,,264.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CY,Cyprus,2020,,275.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CY,Cyprus,2021,,280.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CY,Cyprus,2022,,300.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CZ,Czechia,2012,,1580.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CZ,Czechia,2013,,1446.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CZ,Czechia,2014,,1363.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CZ,Czechia,2015,,1438.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CZ,Czechia,2016,,1397.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CZ,Czechia,2017,,1541.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CZ,Czechia,2018,,1912.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CZ,Czechia,2019,,2095.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CZ,Czechia,2020,,2134.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CZ,Czechia,2021,,2225.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CZ,Czechia,2022,,2518.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DE,Germany,2012,,29145.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DE,Germany,2013,,29287.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DE,Germany,2014,,29733.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DE,Germany,2015,,30097.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DE,Germany,2016,,30791.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DE,Germany,2017,,31889.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DE,Germany,2018,,32780.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DE,Germany,2019,,33818.7,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DE,Germany,2020,,35827.1,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DE,Germany,2021,,33781.0,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DE,Germany,2022,,34786.0,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DK,Denmark,2013,,4180.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DK,Denmark,2014,,4869.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINE04(1.0),"Public expenditure on education in current prices, by education level and programme orientation",A,Annual,MIO_EUR,Million euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DK,Denmark,2016,,3328.8,,,,,
