STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,age,Age class,sex,Sex,isced11,International Standard Classification of Education (ISCED 2011),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),EL,Greece,2014,,725787,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),EL,Greece,2015,,690868,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),EL,Greece,2016,,709488,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),EL,Greece,2017,,735027,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),EL,Greece,2018,,766874,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),EL,Greece,2019,,794107,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),EL,Greece,2020,,802365,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),EL,Greece,2021,,843832,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),EL,Greece,2022,,872828,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),EL,Greece,2023,,872882,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),ES,Spain,2013,,1969413,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),ES,Spain,2014,,1982162,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),ES,Spain,2015,,1963924,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),ES,Spain,2016,,1968702,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),ES,Spain,2017,,2010183,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),ES,Spain,2018,,2051826,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),ES,Spain,2019,,2083979,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),ES,Spain,2020,,2145333,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),ES,Spain,2021,,2261063,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),ES,Spain,2022,,2309272,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),ES,Spain,2023,,2371854,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2013,,17235069,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2014,,17254617,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2015,,17213655,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2016,,17202657,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2017,,17341034,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2018,,17502297,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2019,,17776886,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2020,,18010684,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2021,,18529195,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2022,,17803433,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2023,,18821676,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),EU28,European Union - 28 countries (2013-2020),2013,,19621268,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),EU28,European Union - 28 countries (2013-2020),2014,,19604471,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),EU28,European Union - 28 countries (2013-2020),2015,,19544502,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),EU28,European Union - 28 countries (2013-2020),2016,,19581324,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),EU28,European Union - 28 countries (2013-2020),2017,,19772920,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),EU28,European Union - 28 countries (2013-2020),2018,,19969383,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),EU28,European Union - 28 countries (2013-2020),2019,,20395173,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),FI,Finland,2013,,309009,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),FI,Finland,2014,,306080,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),FI,Finland,2015,,302478,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),FI,Finland,2016,,297163,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),FI,Finland,2017,,295528,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),FI,Finland,2018,,294516,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),FI,Finland,2019,,295451,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),FI,Finland,2020,,295924,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),FI,Finland,2021,,305370,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),FI,Finland,2022,,315604,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),FI,Finland,2023,,327673,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),FR,France,2013,,2338135,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),FR,France,2014,,2388880,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),FR,France,2015,,2424158,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),FR,France,2016,,2480186,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),FR,France,2017,,2532831,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),FR,France,2018,,2618729,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),FR,France,2019,,2685408,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),FR,France,2020,,2748317,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),FR,France,2021,,2809289,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),FR,France,2022,,2883412,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),FR,France,2023,,2852670,,bd,"break in time series, definition differs (see metadata)",,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),HR,Croatia,2013,,164623,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),HR,Croatia,2014,,166061,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),HR,Croatia,2015,,162022,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),HR,Croatia,2016,,162017,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),HR,Croatia,2017,,165197,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),HR,Croatia,2018,,164826,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),HR,Croatia,2019,,163866,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),HR,Croatia,2020,,161627,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),HR,Croatia,2021,,161077,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),HR,Croatia,2022,,161086,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),HR,Croatia,2023,,158754,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),HU,Hungary,2013,,359040,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),HU,Hungary,2014,,329455,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),HU,Hungary,2015,,307729,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),HU,Hungary,2016,,295328,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),HU,Hungary,2017,,287018,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),HU,Hungary,2018,,283350,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),HU,Hungary,2019,,281461,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),HU,Hungary,2020,,285110,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),HU,Hungary,2021,,287493,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),HU,Hungary,2022,,293566,,,,,
