STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,age,Age class,sex,Sex,isced11,International Standard Classification of Education (ISCED 2011),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),NL,Netherlands,2017,,875455,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),NL,Netherlands,2018,,889506,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),NL,Netherlands,2019,,913150,,e,estimated,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),NL,Netherlands,2020,,937421,,e,estimated,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),NL,Netherlands,2021,,987564,,e,estimated,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),NL,Netherlands,2023,,985327,,b,break in time series,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),NO,Norway,2013,,255416,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),NO,Norway,2014,,264207,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),NO,Norway,2015,,268231,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),NO,Norway,2016,,277449,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),NO,Norway,2017,,284042,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),NO,Norway,2018,,288739,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),NO,Norway,2019,,290014,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),NO,Norway,2020,,294043,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),NO,Norway,2021,,311592,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),NO,Norway,2022,,320418,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),NO,Norway,2023,,313273,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),PL,Poland,2013,,1902718,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),PL,Poland,2014,,1762666,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),PL,Poland,2015,,1665305,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),PL,Poland,2016,,1600208,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),PL,Poland,2017,,1550203,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),PL,Poland,2018,,1492861,,e,estimated,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),PL,Poland,2019,,1430981,,e,estimated,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),PL,Poland,2020,,1390019,,e,estimated,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),PL,Poland,2021,,1347799,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),PL,Poland,2022,,1365740,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),PL,Poland,2023,,1355620,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),PT,Portugal,2013,,360818,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),PT,Portugal,2014,,350513,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),PT,Portugal,2015,,337507,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),PT,Portugal,2016,,343117,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),PT,Portugal,2017,,346963,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),PT,Portugal,2018,,356390,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),PT,Portugal,2019,,368181,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),PT,Portugal,2020,,380235,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),PT,Portugal,2021,,403746,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),PT,Portugal,2022,,417215,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),PT,Portugal,2023,,428206,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),RO,Romania,2013,,618157,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),RO,Romania,2014,,578706,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),RO,Romania,2015,,541653,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),RO,Romania,2016,,535218,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),RO,Romania,2017,,531586,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),RO,Romania,2018,,538871,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),RO,Romania,2019,,533749,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),RO,Romania,2020,,543299,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),RO,Romania,2021,,560490,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),RO,Romania,2022,,554007,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),RO,Romania,2023,,538720,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),RS,Serbia,2013,,238945,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),RS,Serbia,2014,,242848,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),RS,Serbia,2015,,241054,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),RS,Serbia,2016,,251162,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),RS,Serbia,2017,,262108,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),RS,Serbia,2018,,256172,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),RS,Serbia,2019,,249771,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),RS,Serbia,2020,,241968,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),RS,Serbia,2021,,242550,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),RS,Serbia,2022,,243952,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),RS,Serbia,2023,,248508,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),SE,Sweden,2013,,436603,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),SE,Sweden,2014,,429444,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),SE,Sweden,2015,,428557,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),SE,Sweden,2016,,426188,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),SE,Sweden,2017,,426354,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),SE,Sweden,2018,,431065,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),SE,Sweden,2019,,432233,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),SE,Sweden,2020,,453448,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),SE,Sweden,2021,,490470,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),SE,Sweden,2022,,484150,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),SE,Sweden,2023,,475828,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),SI,Slovenia,2013,,97706,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),SI,Slovenia,2014,,92769,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),SI,Slovenia,2015,,85616,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),SI,Slovenia,2016,,80798,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),SI,Slovenia,2017,,79547,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),SI,Slovenia,2018,,76534,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),SI,Slovenia,2019,,75991,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),SI,Slovenia,2020,,76728,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),SI,Slovenia,2021,,82694,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),SI,Slovenia,2022,,81715,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),SI,Slovenia,2023,,79987,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),SK,Slovakia,2013,,209543,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),SK,Slovakia,2014,,197854,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),SK,Slovakia,2015,,184390,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),SK,Slovakia,2016,,167280,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),SK,Slovakia,2017,,156048,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),SK,Slovakia,2018,,144447,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),SK,Slovakia,2019,,140809,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),SK,Slovakia,2020,,138407,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),SK,Slovakia,2021,,140992,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),SK,Slovakia,2022,,140236,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),SK,Slovakia,2023,,139694,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),TR,Türkiye,2013,,4975690,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),TR,Türkiye,2014,,5472521,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),TR,Türkiye,2015,,6062886,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),TR,Türkiye,2016,,6689185,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),TR,Türkiye,2017,,7198987,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),TR,Türkiye,2018,,7560371,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),TR,Türkiye,2019,,7775381,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),TR,Türkiye,2020,,7976064,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),TR,Türkiye,2021,,8280595,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),TR,Türkiye,2022,,8296959,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),TR,Türkiye,2023,,6995401,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),UK,United Kingdom,2013,,2386199,,,,,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),UK,United Kingdom,2014,,2349854,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),UK,United Kingdom,2015,,2330847,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),UK,United Kingdom,2016,,2378667,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_ENRT02(1.0),"Students enrolled in tertiary education by education level, programme orientation, sex and age",A,Annual,NR,Number,TOTAL,Total,T,Total,ED5-8,Tertiary education (levels 5-8),UK,United Kingdom,2017,,2431886,,d,definition differs (see metadata),,
